CMDLINE /Users/wujinzhou/anaconda3/bin/python spimi.py
MEM 110.132812 1616134585.2526
MEM 109.078125 1616134585.3565
MEM 109.078125 1616134585.4631
MEM 109.078125 1616134585.5644
MEM 109.195312 1616134585.6693
FUNC __main__.split_blocks 104.6797 1616134503.9862 112.3516 1616134584.7764 0
FUNC __main__.merge_blocks 112.3555 1616134584.7765 109.0664 1616134588.2132 0
MEM 109.195312 1616134585.7749
MEM 109.195312 1616134585.8800
MEM 109.195312 1616134585.9826
MEM 108.968750 1616134586.0837
MEM 108.968750 1616134586.1858
MEM 108.968750 1616134586.2903
MEM 108.968750 1616134586.3918
MEM 108.968750 1616134586.4931
MEM 108.968750 1616134586.5971
MEM 108.968750 1616134586.7011
MEM 108.968750 1616134586.8067
MEM 109.015625 1616134586.9073
MEM 109.066406 1616134587.0093
MEM 109.066406 1616134587.1107
MEM 109.066406 1616134587.2166
MEM 109.066406 1616134587.3191
MEM 109.066406 1616134587.4224
MEM 109.066406 1616134587.5251
MEM 109.066406 1616134587.6319
MEM 109.066406 1616134587.7353
MEM 109.066406 1616134587.8403
MEM 109.066406 1616134587.9458
MEM 109.066406 1616134588.0487
MEM 109.066406 1616134588.1529
MEM 109.031250 1616134588.2560
MEM 109.824219 1616134588.3605
