CMDLINE /Users/wujinzhou/anaconda3/bin/python spimi.py
MEM 130.636719 1616135902.1975
MEM 130.640625 1616135902.3026
MEM 130.730469 1616135902.4044
MEM 130.906250 1616135902.5087
MEM 130.933594 1616135902.6106
MEM 131.515625 1616135902.7113
MEM 131.726562 1616135902.8136
MEM 131.757812 1616135902.9186
MEM 131.765625 1616135903.0232
MEM 131.785156 1616135903.1240
MEM 131.902344 1616135903.2245
MEM 131.957031 1616135903.3250
MEM 132.484375 1616135903.4289
MEM 133.871094 1616135903.5325
MEM 133.875000 1616135903.6335
MEM 133.882812 1616135903.7344
MEM 133.894531 1616135903.8365
MEM 133.898438 1616135903.9407
MEM 133.902344 1616135904.0441
MEM 133.972656 1616135904.1447
MEM 133.972656 1616135904.2498
MEM 134.019531 1616135904.3525
MEM 134.035156 1616135904.4528
MEM 134.089844 1616135904.5569
MEM 134.089844 1616135904.6586
MEM 134.101562 1616135904.7608
MEM 134.566406 1616135904.8614
MEM 134.648438 1616135904.9662
MEM 134.773438 1616135905.0669
MEM 134.937500 1616135905.1720
MEM 134.941406 1616135905.2741
MEM 135.156250 1616135905.3765
MEM 135.371094 1616135905.4801
MEM 135.378906 1616135905.5838
MEM 135.527344 1616135905.6850
MEM 135.656250 1616135905.7879
MEM 136.015625 1616135905.8924
MEM 136.015625 1616135905.9947
MEM 136.113281 1616135906.0958
MEM 136.386719 1616135906.2000
MEM 136.851562 1616135906.3026
MEM 136.890625 1616135906.4059
MEM 137.117188 1616135906.5101
MEM 137.171875 1616135906.6111
MEM 137.171875 1616135906.7145
MEM 137.257812 1616135906.8198
MEM 139.902344 1616135906.9223
MEM 141.562500 1616135907.0241
MEM 143.171875 1616135907.1251
MEM 150.460938 1616135907.2268
MEM 136.242188 1616135907.3280
MEM 136.242188 1616135907.4323
MEM 136.316406 1616135907.5361
MEM 136.316406 1616135907.6381
MEM 136.316406 1616135907.7425
MEM 136.320312 1616135907.8466
MEM 136.320312 1616135907.9484
MEM 136.324219 1616135908.0568
MEM 136.324219 1616135908.1593
MEM 136.324219 1616135908.2610
MEM 136.324219 1616135908.3651
MEM 136.324219 1616135908.4711
MEM 136.324219 1616135908.5745
MEM 136.359375 1616135908.6789
MEM 135.679688 1616135908.7825
MEM 135.679688 1616135908.8865
MEM 135.679688 1616135908.9901
MEM 135.679688 1616135909.0944
MEM 135.679688 1616135909.1992
MEM 135.679688 1616135909.3042
MEM 135.679688 1616135909.4081
MEM 135.679688 1616135909.5123
MEM 135.714844 1616135909.6143
MEM 135.714844 1616135909.7194
MEM 135.714844 1616135909.8227
MEM 135.714844 1616135909.9266
MEM 135.714844 1616135910.0305
MEM 135.714844 1616135910.1340
MEM 135.714844 1616135910.2343
MEM 135.714844 1616135910.3354
MEM 135.714844 1616135910.4389
MEM 135.714844 1616135910.5432
MEM 135.714844 1616135910.6457
MEM 135.714844 1616135910.7464
MEM 135.714844 1616135910.8470
MEM 135.714844 1616135910.9477
MEM 135.714844 1616135911.0526
MEM 135.718750 1616135911.1561
MEM 135.718750 1616135911.2596
MEM 135.718750 1616135911.3610
MEM 135.718750 1616135911.4654
MEM 135.718750 1616135911.5730
MEM 135.718750 1616135911.6777
MEM 135.722656 1616135911.7789
MEM 135.722656 1616135911.8817
MEM 135.726562 1616135911.9857
MEM 135.726562 1616135912.0903
MEM 135.726562 1616135912.1952
MEM 135.726562 1616135912.3001
MEM 135.726562 1616135912.4035
MEM 135.726562 1616135912.5064
MEM 135.726562 1616135912.6110
MEM 135.726562 1616135912.7115
MEM 135.730469 1616135912.8153
MEM 135.730469 1616135912.9190
MEM 135.664062 1616135913.0210
MEM 134.988281 1616135913.1254
MEM 134.992188 1616135913.2292
MEM 134.992188 1616135913.3336
MEM 134.820312 1616135913.4338
MEM 134.820312 1616135913.5349
MEM 134.820312 1616135913.6370
MEM 134.820312 1616135913.7393
MEM 134.820312 1616135913.8436
MEM 134.820312 1616135913.9468
MEM 134.820312 1616135914.0518
MEM 134.824219 1616135914.1572
MEM 134.824219 1616135914.2601
MEM 134.824219 1616135914.3654
MEM 134.824219 1616135914.4702
MEM 134.824219 1616135914.5707
MEM 134.828125 1616135914.6730
MEM 134.828125 1616135914.7735
MEM 134.828125 1616135914.8790
MEM 135.144531 1616135914.9832
MEM 135.144531 1616135915.0857
MEM 135.144531 1616135915.1899
MEM 135.144531 1616135915.2912
MEM 135.144531 1616135915.3948
MEM 135.148438 1616135915.4995
MEM 135.148438 1616135915.6042
MEM 135.152344 1616135915.7051
MEM 135.152344 1616135915.8097
MEM 135.152344 1616135915.9119
MEM 135.152344 1616135916.0176
MEM 135.152344 1616135916.1232
MEM 135.152344 1616135916.2259
MEM 135.152344 1616135916.3310
MEM 135.152344 1616135916.4346
MEM 135.156250 1616135916.5368
MEM 135.156250 1616135916.6416
MEM 135.156250 1616135916.7456
MEM 135.156250 1616135916.8506
MEM 135.156250 1616135916.9546
MEM 135.160156 1616135917.0588
MEM 135.160156 1616135917.1636
MEM 135.164062 1616135917.2685
MEM 135.167969 1616135917.3727
MEM 135.171875 1616135917.4770
MEM 135.171875 1616135917.5789
MEM 135.171875 1616135917.6897
MEM 135.171875 1616135917.7946
MEM 135.074219 1616135917.8973
MEM 135.039062 1616135918.0001
MEM 135.039062 1616135918.1027
MEM 135.039062 1616135918.2066
MEM 135.039062 1616135918.3097
MEM 135.039062 1616135918.4145
MEM 135.039062 1616135918.5198
MEM 135.085938 1616135918.6225
MEM 135.085938 1616135918.7260
MEM 135.085938 1616135918.8268
MEM 135.085938 1616135918.9304
MEM 135.085938 1616135919.0337
MEM 135.027344 1616135919.1342
MEM 135.027344 1616135919.2348
MEM 134.781250 1616135919.3382
MEM 134.785156 1616135919.4398
MEM 134.785156 1616135919.5400
MEM 134.785156 1616135919.6414
MEM 134.785156 1616135919.7419
MEM 134.785156 1616135919.8625
MEM 134.785156 1616135919.9809
MEM 134.785156 1616135920.0867
MEM 134.785156 1616135920.1897
MEM 134.785156 1616135920.2914
MEM 134.785156 1616135920.3922
MEM 134.785156 1616135920.4960
MEM 134.785156 1616135920.6002
MEM 134.785156 1616135920.7053
MEM 134.785156 1616135920.8073
MEM 134.800781 1616135920.9107
MEM 134.800781 1616135921.0121
MEM 134.812500 1616135921.1128
MEM 134.835938 1616135921.2161
MEM 134.835938 1616135921.3197
MEM 134.839844 1616135921.4249
MEM 134.839844 1616135921.5289
MEM 134.839844 1616135921.6305
MEM 134.843750 1616135921.7309
MEM 134.851562 1616135921.8330
MEM 134.855469 1616135921.9385
MEM 134.855469 1616135922.0420
MEM 134.855469 1616135922.1464
MEM 134.855469 1616135922.2509
MEM 134.855469 1616135922.3555
MEM 134.855469 1616135922.4601
MEM 134.859375 1616135922.5644
MEM 134.859375 1616135922.6693
MEM 134.859375 1616135922.7731
MEM 134.859375 1616135922.8742
MEM 134.863281 1616135922.9751
MEM 134.863281 1616135923.0797
MEM 134.863281 1616135923.1824
MEM 134.863281 1616135923.2858
MEM 134.828125 1616135923.3890
MEM 134.765625 1616135923.4940
MEM 134.765625 1616135923.5996
MEM 134.609375 1616135923.7082
MEM 134.609375 1616135923.8098
MEM 134.609375 1616135923.9116
MEM 134.609375 1616135924.0135
MEM 134.609375 1616135924.1144
MEM 134.609375 1616135924.2191
MEM 134.613281 1616135924.3222
MEM 134.613281 1616135924.4224
MEM 134.613281 1616135924.5275
MEM 134.613281 1616135924.6311
MEM 134.613281 1616135924.7324
MEM 134.613281 1616135924.8336
MEM 134.621094 1616135924.9338
MEM 134.621094 1616135925.0358
MEM 134.621094 1616135925.1393
MEM 134.621094 1616135925.2416
MEM 134.621094 1616135925.3422
MEM 134.625000 1616135925.4451
MEM 134.625000 1616135925.5482
MEM 134.628906 1616135925.6528
MEM 134.632812 1616135925.7565
MEM 134.632812 1616135925.8604
MEM 134.644531 1616135925.9620
MEM 134.644531 1616135926.0635
MEM 134.644531 1616135926.1694
MEM 134.648438 1616135926.2719
MEM 134.652344 1616135926.3726
MEM 134.656250 1616135926.4790
MEM 134.656250 1616135926.5817
MEM 134.656250 1616135926.6859
MEM 134.656250 1616135926.7907
MEM 134.656250 1616135926.8950
MEM 134.660156 1616135926.9990
MEM 134.664062 1616135927.1046
MEM 134.667969 1616135927.2080
MEM 134.730469 1616135927.3117
MEM 134.734375 1616135927.4152
MEM 134.734375 1616135927.5191
MEM 134.734375 1616135927.6227
MEM 134.734375 1616135927.7239
MEM 134.738281 1616135927.8284
MEM 134.738281 1616135927.9326
MEM 134.746094 1616135928.0350
MEM 134.746094 1616135928.1388
MEM 134.746094 1616135928.2417
MEM 134.746094 1616135928.3462
MEM 134.750000 1616135928.4506
MEM 134.750000 1616135928.5541
MEM 134.750000 1616135928.6572
MEM 134.750000 1616135928.7584
MEM 134.753906 1616135928.8594
MEM 134.753906 1616135928.9628
MEM 134.753906 1616135929.0656
MEM 134.757812 1616135929.1707
MEM 134.757812 1616135929.2749
MEM 134.761719 1616135929.3795
MEM 134.761719 1616135929.4844
MEM 134.761719 1616135929.5870
MEM 134.765625 1616135929.6898
MEM 134.765625 1616135929.7939
MEM 134.765625 1616135929.8945
MEM 134.765625 1616135929.9994
MEM 134.765625 1616135930.1026
MEM 134.769531 1616135930.2057
MEM 134.769531 1616135930.3095
MEM 134.769531 1616135930.4137
MEM 134.769531 1616135930.5179
MEM 134.769531 1616135930.6211
MEM 134.769531 1616135930.7263
MEM 134.769531 1616135930.8307
MEM 134.777344 1616135930.9321
MEM 134.906250 1616135931.0358
MEM 134.921875 1616135931.1393
MEM 134.921875 1616135931.2430
MEM 134.921875 1616135931.3436
MEM 134.921875 1616135931.4460
MEM 134.921875 1616135931.5506
MEM 134.925781 1616135931.6548
MEM 134.925781 1616135931.7566
MEM 134.925781 1616135931.8622
MEM 134.925781 1616135931.9654
MEM 134.925781 1616135932.0709
MEM 134.925781 1616135932.1751
MEM 134.925781 1616135932.2797
MEM 134.929688 1616135932.3850
MEM 134.929688 1616135932.4858
MEM 134.929688 1616135932.5861
MEM 134.933594 1616135932.6897
MEM 134.933594 1616135932.7928
MEM 134.937500 1616135932.8944
MEM 134.937500 1616135932.9945
MEM 134.937500 1616135933.0949
MEM 134.937500 1616135933.1993
MEM 134.941406 1616135933.3038
MEM 134.945312 1616135933.4082
MEM 134.949219 1616135933.5127
MEM 134.949219 1616135933.6172
MEM 134.953125 1616135933.7213
MEM 134.953125 1616135933.8261
MEM 134.957031 1616135933.9306
MEM 134.957031 1616135934.0348
MEM 134.957031 1616135934.1398
MEM 134.957031 1616135934.2450
MEM 134.960938 1616135934.3463
MEM 134.960938 1616135934.4478
MEM 134.968750 1616135934.5528
MEM 134.968750 1616135934.6561
MEM 134.968750 1616135934.7569
MEM 134.968750 1616135934.8594
MEM 134.972656 1616135934.9630
MEM 134.980469 1616135935.0661
MEM 134.980469 1616135935.1691
MEM 134.980469 1616135935.2704
MEM 134.980469 1616135935.3716
MEM 134.980469 1616135935.4728
MEM 134.980469 1616135935.5776
MEM 134.988281 1616135935.6821
MEM 134.988281 1616135935.7843
MEM 134.988281 1616135935.8876
MEM 134.992188 1616135935.9911
MEM 134.996094 1616135936.0913
MEM 134.996094 1616135936.1936
MEM 134.996094 1616135936.2971
MEM 134.996094 1616135936.4010
MEM 134.996094 1616135936.5049
MEM 135.000000 1616135936.6105
MEM 135.000000 1616135936.7154
MEM 135.000000 1616135936.8194
MEM 135.000000 1616135936.9222
MEM 135.000000 1616135937.0246
MEM 135.000000 1616135937.1262
MEM 135.000000 1616135937.2298
MEM 135.003906 1616135937.3343
MEM 135.003906 1616135937.4374
MEM 135.003906 1616135937.5393
MEM 135.003906 1616135937.6406
MEM 135.003906 1616135937.7427
MEM 135.003906 1616135937.8466
MEM 135.003906 1616135937.9495
MEM 135.003906 1616135938.0544
MEM 135.007812 1616135938.1568
MEM 135.011719 1616135938.2598
MEM 135.011719 1616135938.3634
MEM 135.011719 1616135938.4663
MEM 135.011719 1616135938.5692
MEM 135.011719 1616135938.6696
MEM 135.027344 1616135938.7716
MEM 135.027344 1616135938.8765
MEM 135.046875 1616135938.9795
MEM 135.050781 1616135939.0844
MEM 135.050781 1616135939.1894
MEM 135.050781 1616135939.2945
MEM 135.179688 1616135939.3964
MEM 135.179688 1616135939.4968
MEM 135.179688 1616135939.5994
MEM 135.183594 1616135939.7029
MEM 135.191406 1616135939.8061
MEM 135.203125 1616135939.9101
MEM 135.203125 1616135940.0142
MEM 135.246094 1616135940.1192
MEM 135.250000 1616135940.2233
MEM 135.250000 1616135940.3277
MEM 135.250000 1616135940.4325
MEM 135.250000 1616135940.5352
MEM 135.253906 1616135940.6372
MEM 135.253906 1616135940.7398
MEM 135.253906 1616135940.8427
MEM 135.253906 1616135940.9471
MEM 135.253906 1616135941.0476
MEM 135.253906 1616135941.1528
MEM 135.253906 1616135941.2566
MEM 135.253906 1616135941.3595
MEM 135.253906 1616135941.4638
MEM 135.253906 1616135941.5680
MEM 135.253906 1616135941.6701
MEM 135.277344 1616135941.7735
MEM 135.277344 1616135941.8741
MEM 135.277344 1616135941.9770
MEM 135.277344 1616135942.0815
MEM 135.296875 1616135942.1825
MEM 135.425781 1616135942.2869
MEM 135.515625 1616135942.3873
MEM 135.605469 1616135942.4913
MEM 135.781250 1616135942.5962
MEM 135.863281 1616135942.6964
MEM 135.984375 1616135942.8003
MEM 136.066406 1616135942.9052
MEM 136.218750 1616135943.0102
MEM 136.847656 1616135943.1141
MEM 137.066406 1616135943.2191
MEM 137.085938 1616135943.3233
MEM 137.085938 1616135943.4275
MEM 137.085938 1616135943.5299
MEM 137.085938 1616135943.6351
MEM 137.167969 1616135943.7392
MEM 137.371094 1616135943.8440
MEM 137.425781 1616135943.9460
MEM 137.425781 1616135944.0507
MEM 137.898438 1616135944.1549
MEM 137.921875 1616135944.2596
MEM 137.925781 1616135944.3624
MEM 137.941406 1616135944.4631
MEM 137.964844 1616135944.5677
MEM 138.148438 1616135944.6714
MEM 138.738281 1616135944.7755
MEM 138.945312 1616135944.8801
MEM 138.945312 1616135944.9842
MEM 138.945312 1616135945.0880
MEM 138.945312 1616135945.1927
MEM 138.945312 1616135945.2967
MEM 139.199219 1616135945.4048
MEM 139.199219 1616135945.5102
MEM 139.203125 1616135945.6117
MEM 139.222656 1616135945.7159
MEM 139.484375 1616135945.8205
MEM 139.656250 1616135945.9244
MEM 139.777344 1616135946.0293
MEM 139.914062 1616135946.1342
MEM 140.167969 1616135946.2352
MEM 140.273438 1616135946.3399
MEM 140.371094 1616135946.4426
MEM 141.800781 1616135946.5467
MEM 142.019531 1616135946.6503
MEM 144.644531 1616135946.7542
MEM 146.250000 1616135946.8545
MEM 147.785156 1616135946.9576
MEM 149.441406 1616135947.0616
MEM 153.605469 1616135947.1670
MEM 141.261719 1616135947.2705
MEM 141.320312 1616135947.3764
MEM 141.695312 1616135947.4783
MEM 141.699219 1616135947.5818
MEM 140.699219 1616135947.6820
MEM 140.714844 1616135947.7863
MEM 139.722656 1616135947.8883
MEM 139.792969 1616135947.9904
MEM 139.792969 1616135948.0958
MEM 139.597656 1616135948.2006
MEM 139.609375 1616135948.3064
MEM 139.609375 1616135948.4110
MEM 139.609375 1616135948.5129
MEM 139.609375 1616135948.6174
MEM 139.609375 1616135948.7212
MEM 139.609375 1616135948.8263
MEM 139.609375 1616135948.9306
MEM 139.609375 1616135949.0357
MEM 139.609375 1616135949.1397
MEM 139.609375 1616135949.2411
MEM 139.609375 1616135949.3416
FUNC __main__.split_blocks 104.7305 1616135874.3865 147.1680 1616135947.2343 0
FUNC __main__.merge_blocks 147.1719 1616135947.2347 139.6094 1616135950.2349 0
MEM 139.609375 1616135949.4471
MEM 139.609375 1616135949.5535
MEM 139.609375 1616135949.6539
MEM 139.609375 1616135949.7568
MEM 139.609375 1616135949.8592
MEM 139.609375 1616135949.9622
MEM 139.609375 1616135950.0673
MEM 139.609375 1616135950.1710
MEM 139.378906 1616135950.2717
MEM 140.265625 1616135950.3755
MEM 100.265625 1616135950.4789
