CMDLINE /Users/wujinzhou/anaconda3/bin/python spimi.py
MEM 128.035156 1616135075.6324
MEM 128.035156 1616135075.7366
MEM 128.039062 1616135075.8408
MEM 128.296875 1616135075.9446
MEM 128.359375 1616135076.0455
MEM 128.500000 1616135076.1486
MEM 128.609375 1616135076.2514
MEM 128.910156 1616135076.3521
MEM 129.042969 1616135076.4550
MEM 129.109375 1616135076.5586
MEM 129.277344 1616135076.6627
MEM 129.375000 1616135076.7680
MEM 129.703125 1616135076.8701
MEM 129.703125 1616135076.9704
MEM 129.777344 1616135077.0735
MEM 129.937500 1616135077.1787
MEM 130.046875 1616135077.2838
MEM 130.156250 1616135077.3850
MEM 131.402344 1616135077.4896
MEM 131.503906 1616135077.5939
MEM 131.574219 1616135077.6950
MEM 131.628906 1616135077.7981
MEM 131.644531 1616135077.9029
MEM 131.644531 1616135078.0060
MEM 131.644531 1616135078.1088
MEM 131.656250 1616135078.2123
MEM 131.656250 1616135078.3150
MEM 131.656250 1616135078.4184
MEM 132.621094 1616135078.5232
MEM 134.144531 1616135078.6248
MEM 136.582031 1616135078.7293
MEM 136.582031 1616135078.8335
MEM 136.582031 1616135078.9350
MEM 136.582031 1616135079.0398
MEM 136.582031 1616135079.1405
MEM 136.582031 1616135079.2407
MEM 136.582031 1616135079.3433
MEM 136.582031 1616135079.4454
MEM 136.582031 1616135079.5492
MEM 136.582031 1616135079.6540
MEM 136.582031 1616135079.7586
MEM 136.582031 1616135079.8633
MEM 136.585938 1616135079.9684
MEM 136.593750 1616135080.0708
MEM 136.593750 1616135080.1757
MEM 136.593750 1616135080.2794
MEM 136.593750 1616135080.3835
MEM 136.593750 1616135080.4887
MEM 136.593750 1616135080.5912
MEM 136.593750 1616135080.6917
MEM 136.593750 1616135080.7939
MEM 136.593750 1616135080.8989
MEM 136.593750 1616135081.0014
MEM 136.593750 1616135081.1054
MEM 136.593750 1616135081.2084
MEM 136.593750 1616135081.3117
MEM 136.593750 1616135081.4168
MEM 136.593750 1616135081.5205
MEM 136.593750 1616135081.6249
MEM 136.593750 1616135081.7293
MEM 136.593750 1616135081.8301
MEM 136.593750 1616135081.9349
MEM 136.597656 1616135082.0391
MEM 136.597656 1616135082.1407
MEM 136.597656 1616135082.2452
MEM 136.597656 1616135082.3480
MEM 136.597656 1616135082.4527
MEM 136.597656 1616135082.5553
MEM 136.597656 1616135082.6590
MEM 136.597656 1616135082.7636
MEM 136.597656 1616135082.8684
MEM 136.597656 1616135082.9718
MEM 136.597656 1616135083.0745
MEM 136.597656 1616135083.1798
MEM 136.597656 1616135083.2851
MEM 136.597656 1616135083.3866
MEM 136.597656 1616135083.4905
MEM 136.597656 1616135083.5913
MEM 136.597656 1616135083.6921
MEM 136.597656 1616135083.7941
MEM 136.597656 1616135083.8950
MEM 136.597656 1616135083.9984
MEM 136.597656 1616135084.1025
MEM 136.597656 1616135084.2062
MEM 136.597656 1616135084.3075
MEM 136.597656 1616135084.4118
MEM 136.597656 1616135084.5143
MEM 136.597656 1616135084.6187
MEM 136.597656 1616135084.7205
MEM 136.597656 1616135084.8243
MEM 136.597656 1616135084.9286
MEM 136.597656 1616135085.0331
MEM 136.597656 1616135085.1347
MEM 136.597656 1616135085.2384
MEM 136.597656 1616135085.3416
MEM 136.597656 1616135085.4440
MEM 136.597656 1616135085.5456
MEM 136.597656 1616135085.6488
MEM 136.597656 1616135085.7514
MEM 136.597656 1616135085.8548
MEM 136.597656 1616135085.9593
MEM 136.597656 1616135086.0634
MEM 136.597656 1616135086.1679
MEM 136.597656 1616135086.2682
MEM 136.597656 1616135086.3734
MEM 136.597656 1616135086.4743
MEM 136.597656 1616135086.5784
MEM 136.597656 1616135086.6788
MEM 136.597656 1616135086.7846
MEM 136.597656 1616135086.8853
MEM 136.597656 1616135086.9903
MEM 136.597656 1616135087.0954
MEM 136.597656 1616135087.1992
MEM 136.597656 1616135087.3019
MEM 136.597656 1616135087.4037
MEM 136.597656 1616135087.5059
MEM 136.597656 1616135087.6062
MEM 136.597656 1616135087.7087
MEM 136.597656 1616135087.8126
MEM 136.601562 1616135087.9151
MEM 136.601562 1616135088.0179
MEM 136.601562 1616135088.1228
MEM 136.601562 1616135088.2264
MEM 136.601562 1616135088.3275
MEM 136.601562 1616135088.4294
MEM 136.601562 1616135088.5333
MEM 136.601562 1616135088.6379
MEM 136.601562 1616135088.7402
MEM 136.601562 1616135088.8435
MEM 136.601562 1616135088.9438
MEM 136.601562 1616135089.0450
MEM 136.601562 1616135089.1483
MEM 136.601562 1616135089.2527
MEM 136.601562 1616135089.3532
MEM 136.601562 1616135089.4544
MEM 136.601562 1616135089.5592
MEM 136.601562 1616135089.6601
MEM 136.601562 1616135089.7614
MEM 136.601562 1616135089.8660
MEM 136.601562 1616135089.9679
MEM 136.601562 1616135090.0694
MEM 136.601562 1616135090.1738
MEM 136.601562 1616135090.2771
MEM 136.601562 1616135090.3805
MEM 136.601562 1616135090.4847
MEM 136.601562 1616135090.5860
MEM 136.601562 1616135090.6893
MEM 136.601562 1616135090.7933
MEM 136.601562 1616135090.8935
MEM 136.601562 1616135090.9948
MEM 136.601562 1616135091.0988
MEM 136.601562 1616135091.2014
MEM 136.601562 1616135091.3057
MEM 136.601562 1616135091.4099
MEM 136.601562 1616135091.5129
MEM 136.601562 1616135091.6179
MEM 136.601562 1616135091.7225
MEM 136.601562 1616135091.8273
MEM 136.601562 1616135091.9296
MEM 136.601562 1616135092.0303
MEM 136.601562 1616135092.1319
MEM 136.601562 1616135092.2344
MEM 136.601562 1616135092.3380
MEM 136.601562 1616135092.4423
MEM 136.601562 1616135092.5459
MEM 136.601562 1616135092.6505
MEM 136.601562 1616135092.7551
MEM 136.601562 1616135092.8556
MEM 136.601562 1616135092.9606
MEM 136.605469 1616135093.0648
MEM 136.605469 1616135093.1708
MEM 136.605469 1616135093.2749
MEM 136.605469 1616135093.3785
MEM 136.605469 1616135093.4830
MEM 136.605469 1616135093.5832
MEM 136.605469 1616135093.6883
MEM 136.605469 1616135093.7905
MEM 130.148438 1616135093.8914
MEM 129.406250 1616135093.9917
MEM 129.406250 1616135094.0929
MEM 129.406250 1616135094.1965
MEM 129.410156 1616135094.3015
MEM 129.410156 1616135094.4056
MEM 129.410156 1616135094.5106
MEM 129.410156 1616135094.6145
MEM 129.414062 1616135094.7191
MEM 129.414062 1616135094.8235
MEM 129.414062 1616135094.9237
MEM 129.433594 1616135095.0284
MEM 129.433594 1616135095.1306
MEM 129.437500 1616135095.2339
MEM 129.437500 1616135095.3388
MEM 129.437500 1616135095.4433
MEM 129.445312 1616135095.5441
MEM 129.445312 1616135095.6478
MEM 129.472656 1616135095.7522
MEM 129.472656 1616135095.8560
MEM 129.476562 1616135095.9566
MEM 129.480469 1616135096.0598
MEM 129.480469 1616135096.1633
MEM 129.480469 1616135096.2679
MEM 130.246094 1616135096.3714
MEM 132.875000 1616135096.4737
MEM 133.875000 1616135096.5783
MEM 130.347656 1616135096.6826
MEM 130.347656 1616135096.7864
MEM 130.347656 1616135096.8906
MEM 130.347656 1616135096.9944
MEM 130.347656 1616135097.1112
MEM 130.347656 1616135097.2160
MEM 130.347656 1616135097.3198
MEM 130.347656 1616135097.4242
MEM 130.347656 1616135097.5288
MEM 130.347656 1616135097.6343
MEM 130.347656 1616135097.7384
MEM 130.296875 1616135097.8418
MEM 130.296875 1616135097.9471
MEM 130.296875 1616135098.0524
MEM 130.296875 1616135098.1537
MEM 130.296875 1616135098.2578
MEM 130.296875 1616135098.3585
MEM 130.332031 1616135098.4634
MEM 130.335938 1616135098.5684
MEM 130.335938 1616135098.6713
MEM 130.335938 1616135098.7720
MEM 130.335938 1616135098.8751
MEM 130.335938 1616135098.9799
MEM 130.335938 1616135099.0860
MEM 130.335938 1616135099.1889
MEM 130.335938 1616135099.2891
MEM 130.335938 1616135099.3924
MEM 130.335938 1616135099.4927
MEM 130.335938 1616135099.5931
MEM 130.335938 1616135099.6972
MEM 130.335938 1616135099.8014
MEM 130.335938 1616135099.9029
MEM 130.335938 1616135100.0053
MEM 128.433594 1616135100.1070
MEM 128.433594 1616135100.2113
MEM 128.433594 1616135100.3164
MEM 128.433594 1616135100.4200
MEM 128.433594 1616135100.5220
MEM 128.433594 1616135100.6264
MEM 128.433594 1616135100.7306
MEM 128.433594 1616135100.8348
MEM 128.433594 1616135100.9351
MEM 128.433594 1616135101.0375
MEM 128.433594 1616135101.1397
MEM 128.433594 1616135101.2404
MEM 128.433594 1616135101.3410
MEM 128.433594 1616135101.4460
MEM 128.433594 1616135101.5482
MEM 128.433594 1616135101.6514
MEM 128.433594 1616135101.7530
MEM 128.433594 1616135101.8550
MEM 128.433594 1616135101.9557
MEM 128.433594 1616135102.0602
MEM 128.433594 1616135102.1631
MEM 128.433594 1616135102.2684
MEM 128.433594 1616135102.3712
MEM 128.433594 1616135102.4743
MEM 128.433594 1616135102.5766
MEM 128.433594 1616135102.6807
MEM 128.433594 1616135102.7848
MEM 128.433594 1616135102.8868
MEM 128.433594 1616135102.9902
MEM 128.433594 1616135103.0949
MEM 128.433594 1616135103.1974
MEM 128.433594 1616135103.3014
MEM 128.433594 1616135103.4057
MEM 128.433594 1616135103.5086
MEM 128.433594 1616135103.6119
MEM 128.433594 1616135103.7168
MEM 128.433594 1616135103.8210
MEM 128.433594 1616135103.9237
MEM 128.433594 1616135104.0284
MEM 128.433594 1616135104.1319
MEM 128.433594 1616135104.2370
MEM 128.433594 1616135104.3400
MEM 128.433594 1616135104.4416
MEM 128.433594 1616135104.5442
MEM 129.000000 1616135104.6454
MEM 129.000000 1616135104.7478
MEM 129.000000 1616135104.8514
MEM 129.000000 1616135104.9527
MEM 129.000000 1616135105.0530
MEM 129.000000 1616135105.1554
MEM 129.000000 1616135105.2592
MEM 129.000000 1616135105.3625
MEM 129.000000 1616135105.4646
MEM 129.000000 1616135105.5692
MEM 129.000000 1616135105.6722
MEM 129.000000 1616135105.7758
MEM 129.000000 1616135105.8762
MEM 129.000000 1616135105.9791
MEM 129.000000 1616135106.0799
MEM 129.000000 1616135106.1845
MEM 129.000000 1616135106.2888
MEM 129.000000 1616135106.3934
MEM 129.000000 1616135106.4984
MEM 129.000000 1616135106.6014
MEM 129.000000 1616135106.7056
MEM 129.000000 1616135106.8097
MEM 129.000000 1616135106.9110
MEM 129.000000 1616135107.0133
MEM 129.000000 1616135107.1180
MEM 129.000000 1616135107.2231
MEM 129.000000 1616135107.3288
MEM 129.000000 1616135107.4334
MEM 129.000000 1616135107.5348
MEM 129.000000 1616135107.6384
MEM 129.000000 1616135107.7424
MEM 129.000000 1616135107.8448
MEM 129.000000 1616135107.9494
MEM 129.007812 1616135108.0515
MEM 129.007812 1616135108.1557
MEM 129.007812 1616135108.2602
MEM 129.007812 1616135108.3633
MEM 129.007812 1616135108.4679
MEM 129.027344 1616135108.5709
MEM 129.027344 1616135108.6752
MEM 129.027344 1616135108.7792
MEM 129.027344 1616135108.8840
MEM 129.027344 1616135108.9883
MEM 129.027344 1616135109.0928
MEM 129.027344 1616135109.1965
MEM 129.027344 1616135109.3015
MEM 129.027344 1616135109.4061
MEM 129.027344 1616135109.5107
MEM 129.027344 1616135109.6146
MEM 129.027344 1616135109.7182
MEM 129.027344 1616135109.8242
MEM 129.027344 1616135109.9281
MEM 129.027344 1616135110.0317
MEM 129.117188 1616135110.1370
MEM 129.117188 1616135110.2414
MEM 128.890625 1616135110.3460
MEM 128.910156 1616135110.4510
MEM 128.914062 1616135110.5550
MEM 128.914062 1616135110.6592
MEM 128.914062 1616135110.7643
MEM 128.914062 1616135110.8688
MEM 128.914062 1616135110.9731
MEM 128.914062 1616135111.0784
MEM 128.917969 1616135111.1834
MEM 128.925781 1616135111.2870
MEM 128.925781 1616135111.3911
MEM 128.925781 1616135111.4953
MEM 128.925781 1616135111.5996
MEM 128.925781 1616135111.7032
MEM 128.925781 1616135111.8055
MEM 128.925781 1616135111.9088
MEM 128.929688 1616135112.0122
MEM 128.933594 1616135112.1124
MEM 128.933594 1616135112.2127
MEM 128.933594 1616135112.3151
MEM 128.937500 1616135112.4179
MEM 128.937500 1616135112.5208
MEM 128.937500 1616135112.6215
MEM 128.937500 1616135112.7261
MEM 128.937500 1616135112.8313
MEM 128.937500 1616135112.9347
MEM 128.937500 1616135113.0352
MEM 128.945312 1616135113.1374
MEM 128.945312 1616135113.2399
MEM 128.953125 1616135113.3415
MEM 128.953125 1616135113.4444
MEM 128.953125 1616135113.5481
MEM 128.953125 1616135113.6514
MEM 130.089844 1616135113.7564
MEM 130.203125 1616135113.8611
MEM 130.203125 1616135113.9649
MEM 130.203125 1616135114.0679
MEM 130.203125 1616135114.1717
MEM 130.203125 1616135114.2719
MEM 130.203125 1616135114.3746
MEM 130.218750 1616135114.4769
MEM 130.269531 1616135114.5814
MEM 130.292969 1616135114.6858
MEM 130.296875 1616135114.7883
MEM 130.675781 1616135114.8920
MEM 130.804688 1616135114.9927
MEM 131.054688 1616135115.0969
MEM 131.066406 1616135115.2015
MEM 131.066406 1616135115.3040
MEM 131.066406 1616135115.4086
MEM 131.093750 1616135115.5125
MEM 132.066406 1616135115.6168
MEM 132.562500 1616135115.7214
MEM 134.082031 1616135115.8260
MEM 137.121094 1616135115.9305
MEM 130.105469 1616135116.0348
MEM 130.105469 1616135116.1393
MEM 130.105469 1616135116.2446
MEM 130.105469 1616135116.3494
MEM 130.105469 1616135116.4529
MEM 130.105469 1616135116.5580
MEM 130.105469 1616135116.6632
MEM 130.105469 1616135116.7680
MEM 130.105469 1616135116.8727
MEM 130.105469 1616135116.9775
MEM 130.105469 1616135117.0810
MEM 130.105469 1616135117.1830
MEM 130.105469 1616135117.2881
MEM 130.105469 1616135117.3895
MEM 130.105469 1616135117.4899
MEM 130.105469 1616135117.5900
MEM 130.105469 1616135117.6954
MEM 130.105469 1616135117.7985
MEM 130.105469 1616135117.9023
MEM 130.105469 1616135118.0041
MEM 130.105469 1616135118.1080
MEM 130.105469 1616135118.2112
MEM 130.105469 1616135118.3151
MEM 130.105469 1616135118.4179
MEM 130.105469 1616135118.5199
MEM 130.105469 1616135118.6241
MEM 130.105469 1616135118.7286
MEM 130.105469 1616135118.8337
MEM 130.105469 1616135118.9347
MEM 130.105469 1616135119.0349
MEM 130.105469 1616135119.1384
MEM 130.105469 1616135119.2429
MEM 130.105469 1616135119.3441
MEM 130.105469 1616135119.4483
MEM 130.105469 1616135119.5525
MEM 130.105469 1616135119.6561
MEM 130.105469 1616135119.7605
MEM 130.105469 1616135119.8637
MEM 130.105469 1616135119.9686
MEM 130.105469 1616135120.0719
MEM 130.105469 1616135120.1725
MEM 130.105469 1616135120.2784
MEM 130.105469 1616135120.3815
MEM 130.105469 1616135120.4830
MEM 130.105469 1616135120.5843
MEM 130.140625 1616135120.6875
MEM 130.140625 1616135120.7913
MEM 130.148438 1616135120.8932
MEM 130.187500 1616135120.9960
MEM 130.187500 1616135121.1003
MEM 130.187500 1616135121.2039
MEM 130.187500 1616135121.3082
MEM 130.187500 1616135121.4103
MEM 130.191406 1616135121.5140
MEM 130.191406 1616135121.6142
MEM 130.191406 1616135121.7179
MEM 130.191406 1616135121.8225
MEM 130.191406 1616135121.9266
MEM 130.191406 1616135122.0291
MEM 130.191406 1616135122.1308
MEM 130.191406 1616135122.2345
MEM 130.191406 1616135122.3387
MEM 130.191406 1616135122.4421
MEM 130.191406 1616135122.5432
MEM 130.191406 1616135122.6434
MEM 130.191406 1616135122.7445
MEM 130.191406 1616135122.8451
MEM 130.191406 1616135122.9482
MEM 130.191406 1616135123.0520
MEM 130.757812 1616135123.1544
MEM 130.757812 1616135123.2585
MEM 130.761719 1616135123.3605
MEM 130.761719 1616135123.4653
MEM 130.761719 1616135123.5700
MEM 130.761719 1616135123.6726
MEM 130.761719 1616135123.7764
MEM 130.761719 1616135123.8789
MEM 130.761719 1616135123.9818
MEM 130.761719 1616135124.0860
MEM 130.765625 1616135124.1895
MEM 130.765625 1616135124.2908
MEM 130.765625 1616135124.3922
MEM 130.765625 1616135124.4954
MEM 130.765625 1616135124.6001
MEM 130.765625 1616135124.7036
MEM 130.765625 1616135124.8075
MEM 130.765625 1616135124.9101
MEM 130.765625 1616135125.0117
MEM 130.765625 1616135125.1145
MEM 130.765625 1616135125.2190
MEM 130.769531 1616135125.3211
MEM 130.769531 1616135125.4242
MEM 130.769531 1616135125.5274
MEM 130.769531 1616135125.6309
MEM 130.769531 1616135125.7311
MEM 130.769531 1616135125.8343
MEM 130.769531 1616135125.9384
MEM 130.773438 1616135126.0410
MEM 130.773438 1616135126.1434
MEM 130.773438 1616135126.2484
MEM 130.773438 1616135126.3515
MEM 130.773438 1616135126.4520
MEM 130.773438 1616135126.5527
MEM 130.773438 1616135126.6537
MEM 130.773438 1616135126.7554
MEM 130.777344 1616135126.8593
MEM 130.777344 1616135126.9598
MEM 130.777344 1616135127.0635
MEM 130.777344 1616135127.1644
MEM 130.777344 1616135127.2683
MEM 130.777344 1616135127.3697
MEM 130.781250 1616135127.4704
MEM 130.781250 1616135127.5750
MEM 130.781250 1616135127.6793
MEM 130.781250 1616135127.7832
MEM 130.781250 1616135127.8886
MEM 130.781250 1616135127.9932
MEM 130.785156 1616135128.0981
MEM 130.785156 1616135128.2020
MEM 130.785156 1616135128.3066
MEM 130.785156 1616135128.4111
MEM 130.785156 1616135128.5140
MEM 130.617188 1616135128.6189
MEM 130.617188 1616135128.7233
MEM 130.617188 1616135128.8277
MEM 130.617188 1616135128.9284
MEM 130.617188 1616135129.0306
MEM 130.621094 1616135129.1316
MEM 130.621094 1616135129.2354
MEM 130.621094 1616135129.3430
MEM 130.621094 1616135129.4470
MEM 130.621094 1616135129.5515
MEM 130.621094 1616135129.6548
MEM 130.621094 1616135129.7597
MEM 130.621094 1616135129.8623
MEM 130.621094 1616135129.9667
MEM 130.628906 1616135130.0716
MEM 130.632812 1616135130.1731
MEM 130.632812 1616135130.2772
MEM 130.632812 1616135130.3813
MEM 130.632812 1616135130.4856
MEM 130.632812 1616135130.5889
MEM 130.632812 1616135130.6919
MEM 130.632812 1616135130.7926
MEM 130.632812 1616135130.8938
MEM 130.632812 1616135130.9951
MEM 130.632812 1616135131.0992
MEM 130.632812 1616135131.2035
MEM 130.632812 1616135131.3083
MEM 130.632812 1616135131.4118
MEM 130.632812 1616135131.5150
MEM 130.632812 1616135131.6180
MEM 130.632812 1616135131.7199
MEM 130.632812 1616135131.8239
MEM 132.460938 1616135131.9272
MEM 133.941406 1616135132.0287
MEM 131.785156 1616135132.1313
MEM 131.218750 1616135132.2318
MEM 131.218750 1616135132.3351
MEM 131.218750 1616135132.4395
MEM 131.218750 1616135132.5436
MEM 131.218750 1616135132.6498
MEM 131.218750 1616135132.7537
MEM 131.218750 1616135132.8579
MEM 131.218750 1616135132.9610
MEM 131.218750 1616135133.0637
MEM 130.839844 1616135133.1680
MEM 130.152344 1616135133.2716
MEM 129.570312 1616135133.3726
MEM 129.570312 1616135133.4734
MEM 129.570312 1616135133.5765
MEM 129.570312 1616135133.6801
MEM 129.570312 1616135133.7808
MEM 129.570312 1616135133.8816
MEM 129.570312 1616135133.9841
MEM 129.570312 1616135134.0873
MEM 129.570312 1616135134.1904
MEM 129.570312 1616135134.2909
MEM 129.570312 1616135134.3951
MEM 129.570312 1616135134.4984
MEM 129.570312 1616135134.6022
MEM 129.570312 1616135134.7056
MEM 129.570312 1616135134.8059
MEM 129.570312 1616135134.9081
MEM 129.570312 1616135135.0106
MEM 129.570312 1616135135.1131
MEM 129.570312 1616135135.2180
MEM 129.570312 1616135135.3200
MEM 129.570312 1616135135.4236
MEM 129.570312 1616135135.5285
MEM 129.570312 1616135135.6338
MEM 129.570312 1616135135.7381
MEM 129.570312 1616135135.8415
FUNC __main__.split_blocks 104.6992 1616135058.4794 131.4805 1616135132.1113 0
